"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1793590079954596147","Thu May 23 10:29:33 +0000 2024","0","Pinjaman Tanpa Syarat jika ingin meminjam bisa di scan barkot nya ya atau bisa clik link di bawah ini https://t.co/72I00W1a3l https://t.co/mrTjTs69zl","1793590079954596147","https://pbs.twimg.com/media/GOQcp7xaMAAV4K6.jpg","","in","","0","0","0","https://x.com/Bankai655951/status/1793590079954596147","1739348276670017536","Bankai655951"
"1793500921173057721","Thu May 23 10:28:56 +0000 2024","0","@KromaOrders up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793589926858223949","","KromaOrders","in","LINK GACOR ➡️","0","0","0","https://x.com/recommendedfor/status/1793589926858223949","733124281572327424","recommendedfor"
"1793479765904830482","Thu May 23 10:28:41 +0000 2024","0","@ubaid252ur up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793589862328856802","","ubaid252ur","in","LINK GACOR ➡️","0","0","0","https://x.com/recepturk765/status/1793589862328856802","919537353990995968","recepturk765"
"1793459055002005736","Thu May 23 10:28:02 +0000 2024","0","@ubvavb2883 up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793589702161039714","","ubvavb2883","in","LINK GACOR ➡️","0","0","0","https://x.com/recaidemirkol83/status/1793589702161039714","970310050152509441","recaidemirkol83"
"1793589629482152154","Thu May 23 10:27:45 +0000 2024","0","Octoplay88 New Game Gacor : Rainbow Jackpots Megaways Selalu Memberikan Maxwin yang Terbaik &gt;&gt; Link Join di Bio PP #octoplay88 #loginoctoplay88 #daftaroctoplay88 #linkoctoplay88 #euro2024OCTOPLAY88 #slotgacorindonesia #slotgacorterbaru #slotgacor #CashDrop #RainbowJackpots https://t.co/waXA0UJoHb","1793589629482152154","https://pbs.twimg.com/media/GOQcPgeaoAAUUV_.jpg","","in","Pacitan, Jawa Timur, Indonesia","0","0","0","https://x.com/7_septiamelia/status/1793589629482152154","1793589006053322752","7_septiamelia"
"1793588751865966851","Thu May 23 10:24:16 +0000 2024","0"," JAPAN TANGGAL :KAMIS 23 MEI 2024 RESULT: 0905 SHIO : Tikus Selamat Kepada Pemenang Member SAPITOTO #SAPITOTO #Resulttogelhariini #slotgacor https://t.co/u8AY3gyKOD","1793588751865966851","https://pbs.twimg.com/media/GOQbdY9aQAAmRrl.jpg","","in","","0","0","0","https://x.com/sapitoto1/status/1793588751865966851","1743188423165493248","sapitoto1"
"1793588696111083671","Thu May 23 10:24:03 +0000 2024","0","Pengeluaran JAPAN Hari Ini adalah : Tanggal : KAMIS 23 MEI 2024 Result : 0905 Shio : Tikus Salam Jackpot Kepada Para Pemenang!! #SKYTOGEL #resultJAPAN #pempek","1793588696111083671","","","in","","0","0","0","https://x.com/skytogel1/status/1793588696111083671","1101920728658538496","skytogel1"
"1793588694458491302","Thu May 23 10:24:02 +0000 2024","0","100% PASTI MAXWIN DIJAMIN PASTI CUAN #macauklub #gacor #slot #maxwin klik link : https://t.co/Sc06uWM6w3 https://t.co/7iTa0armTt","1793588694458491302","https://pbs.twimg.com/media/GOQbKdybgAAw-Ml.jpg","","in","","0","0","0","https://x.com/macauklub_cuan/status/1793588694458491302","1646278493255368704","macauklub_cuan"
"1793588672895533514","Thu May 23 10:23:57 +0000 2024","0","Octoplay88 New Game Gacor : Rainbow Jackpots Megaways Selalu Memberikan Maxwin yang Terbaik &gt;&gt; Link Join di Bio PP #octoplay88 #loginoctoplay88 #daftaroctoplay88 #linkoctoplay88 #euro2024OCTOPLAY88 #slotgacorindonesia #slotgacorterbaru #slotgacor #CashDrop #RainbowJackpots https://t.co/PjBxldEIy3","1793588672895533514","https://pbs.twimg.com/media/GOQbXjlaEAAkce7.jpg","","in","tasikmalaya","0","0","0","https://x.com/Fadildil1799752/status/1793588672895533514","1793588089052610560","Fadildil1799752"
"1793588653815726081","Thu May 23 10:23:52 +0000 2024","3","SLOT GACOR HARI INI LINK GACOR : https://t.co/m3XPRpiXAA https://t.co/J2QwEP4CAS","1793588653815726081","https://pbs.twimg.com/ext_tw_video_thumb/1793582490302791680/pu/img/bYjch3Z7Jx9tlNZP.jpg","","in","jepara","0","3","3","https://x.com/brittneeyj/status/1793588653815726081","334325552","brittneeyj"
"1793516165253529951","Thu May 23 10:23:38 +0000 2024","0","@ubvavb2883 up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793588594101350720","","ubvavb2883","in","LINK GACOR ➡️","0","0","0","https://x.com/realstupidpayne/status/1793588594101350720","1420674854","realstupidpayne"
"1793588568939717088","Thu May 23 10:23:32 +0000 2024","0","RESULT JAPAN 23 MEI 2024 WINNER: 0905 SHIO: TIKUS Link : https://t.co/iy3Fj9owbT Link : https://t.co/usGOuQW4Mh #xinslot #agentogelresmi #judislotonline #livecasinoidn #SlotGacor GRUP TELEGRAM : https://https://t.co/WGcH3tw0Hf Hubungi kami WA : https://t.co/tbNd965sBF https://t.co/Nu0rlIpLpN","1793588568939717088","https://pbs.twimg.com/media/GOQbRCbacAAwxYM.jpg","","in","","0","0","0","https://x.com/xinslotoffcial/status/1793588568939717088","1695696100911611904","xinslotoffcial"
"1793430525803442357","Thu May 23 10:23:23 +0000 2024","0","@udchhaw up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793588531753107653","","udchhaw","in","LINK GACOR ➡️","0","0","0","https://x.com/recaibenli981/status/1793588531753107653","983961634463993856","recaibenli981"
"1793431265263452539","Thu May 23 10:23:05 +0000 2024","0","@udinnsaj up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793588453332091035","","udinnsaj","in","LINK GACOR ➡️","0","0","0","https://x.com/realstupidpayne/status/1793588453332091035","1420674854","realstupidpayne"
"1793479384747360447","Thu May 23 10:22:34 +0000 2024","0","@udinnsaj up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793588323417756024","","udinnsaj","in","LINK GACOR ➡️","0","0","0","https://x.com/Realkingleones/status/1793588323417756024","2239236284","Realkingleones"
"1793482694116155514","Thu May 23 10:22:10 +0000 2024","0","@udchhaw up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793588222473482733","","udchhaw","in","LINK GACOR ➡️","0","0","0","https://x.com/readuskoffical/status/1793588222473482733","907973134942425089","readuskoffical"
"1793588208581870019","Thu May 23 10:22:06 +0000 2024","0","Hasil Live Pasaran JAPAN pada hari ini adalah : Result : 0905 Shio : TIKUS Link Daftar : https://t.co/aNnA3NPjLH Selamat kepada para pemenang Salam Jackpot ! #Mahirtoto #LiveTogel #resulttogel #mahirtotoslot #slotgacor #togeljitu","1793588208581870019","","","in","Indonesia","0","0","0","https://x.com/dewi_mahirtoto/status/1793588208581870019","1787790339308224512","dewi_mahirtoto"
"1793588144430022983","Thu May 23 10:21:51 +0000 2024","0","5 Cara Bermain Slot Online Gacor Caishens Gold Terpercaya https://t.co/FGU3UBHbNi","1793588144430022983","","","in","","0","0","0","https://x.com/BAGUSSTORE98467/status/1793588144430022983","1780844471049236480","BAGUSSTORE98467"
"1793214111947555048","Thu May 23 10:21:33 +0000 2024","0","@ubaid252ur up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793588069893067015","","ubaid252ur","in","LINK GACOR ➡️","0","0","0","https://x.com/redikharistadi/status/1793588069893067015","1454682312","redikharistadi"
"1793588007167234466","Thu May 23 10:21:18 +0000 2024","0","Hasil Pengeluaran : JAPAN Tanggal : 23 MEI 2024 Result : 0905 Shio : Tikus Selamat kepada para pemenang!! #LEGOTOTO #RESULTJAPAN #Perong","1793588007167234466","","","in","","0","0","0","https://x.com/legototo88/status/1793588007167234466","1269786784096899073","legototo88"
"1793069666681884886","Thu May 23 10:21:10 +0000 2024","0","@tyu132alexandre up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587970987221046","","tyu132alexandre","in","LINK GACOR ➡️","0","0","0","https://x.com/regisjrlol/status/1793587970987221046","3699706577","regisjrlol"
"1793587966285406652","Thu May 23 10:21:09 +0000 2024","2","INFO SLOT GACOR HARI INI LINK GACOR : https://t.co/oUM7qKEU8F https://t.co/ZUbW6XSwrV","1793587966285406652","https://pbs.twimg.com/ext_tw_video_thumb/1793587141819400192/pu/img/YJJKSHWBYjOkLgID.jpg","","in","INDONESIA","0","1","2","https://x.com/TerpercayaGacor/status/1793587966285406652","605910527","TerpercayaGacor"
"1793199381153275927","Thu May 23 10:20:56 +0000 2024","0","@99Dehli up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587915517513747","","99Dehli","in","LINK GACOR ➡️","0","0","0","https://x.com/reflectiveformu/status/1793587915517513747","1060037498","reflectiveformu"
"1793587911071519157","Thu May 23 10:20:55 +0000 2024","0","Result pasaran Japan Hari ini 23 Mei 2024 Angka Result : 0905 Shio : Tikus Kami ucapkan selamat kepada para pemenang yang beruntung ! #platinumtogel #Japan #boba","1793587911071519157","","","in","","0","0","0","https://x.com/platinumtogel/status/1793587911071519157","1128100485494239232","platinumtogel"
"1793514183755268391","Thu May 23 10:20:39 +0000 2024","0","@Moli77Officiall up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587841068650931","","Moli77Officiall","in","LINK GACOR ➡️","0","0","0","https://x.com/reemi0ggfg899/status/1793587841068650931","776735029884059648","reemi0ggfg899"
"1793587786005848150","Thu May 23 10:20:26 +0000 2024","3","slot gacor hari ini =&gt; https://t.co/fcTaa5Azsf https://t.co/ze6stQRENh","1793587786005848150","https://pbs.twimg.com/ext_tw_video_thumb/1793581655065796608/pu/img/uQbi3yAIpev_DdGl.jpg","","in","jakarta","0","3","3","https://x.com/paskah_stevani/status/1793587786005848150","2541353408","paskah_stevani"
"1793198678250824051","Thu May 23 10:20:25 +0000 2024","0","@slotgacornih81 up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587781681529106","","slotgacornih81","in","LINK GACOR ➡️","0","0","0","https://x.com/reemalffffff/status/1793587781681529106","779317598420889600","reemalffffff"
"1793201587277721721","Thu May 23 10:19:55 +0000 2024","0","@infoslotkita72 up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587657525870902","","infoslotkita72","in","LINK GACOR ➡️","0","0","0","https://x.com/renan19flash/status/1793587657525870902","332417778","renan19flash"
"1793111185937899789","Thu May 23 10:19:44 +0000 2024","0","@infoslotkita72 up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587612055466018","","infoslotkita72","in","LINK GACOR ➡️","0","0","0","https://x.com/remzipolat854/status/1793587612055466018","967886521012453377","remzipolat854"
"1793215283936854509","Thu May 23 10:19:29 +0000 2024","0","@tyty23grillo up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587549069611393","","tyty23grillo","in","LINK GACOR ➡️","0","0","0","https://x.com/REMEDIOSHER20/status/1793587549069611393","1364296446","REMEDIOSHER20"
"1793174190209818657","Thu May 23 10:19:09 +0000 2024","0","@infoslotviral21 up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587465129017740","","infoslotviral21","in","LINK GACOR ➡️","0","0","0","https://x.com/relyppk01/status/1793587465129017740","722432439646318593","relyppk01"
"1793093812413460820","Thu May 23 10:18:54 +0000 2024","0","@delidolu99mm up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587400524157202","","delidolu99mm","in","LINK GACOR ➡️","0","0","0","https://x.com/rektoerker/status/1793587400524157202","2831649470","rektoerker"
"1793175123727716786","Thu May 23 10:18:10 +0000 2024","0","@delidolu99mm up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587218101219778","","delidolu99mm","in","LINK GACOR ➡️","0","0","0","https://x.com/ReizqieSetyawan/status/1793587218101219778","2378665160","ReizqieSetyawan"
"1793174628158128549","Thu May 23 10:17:53 +0000 2024","0","@Moli77Officiall up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587146751959355","","Moli77Officiall","in","LINK GACOR ➡️","0","0","0","https://x.com/reito5671/status/1793587146751959355","2783732100","reito5671"
"1793069666681884886","Thu May 23 10:17:39 +0000 2024","0","@tyu132alexandre up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587086710493673","","tyu132alexandre","in","LINK GACOR ➡️","0","0","0","https://x.com/Reishirecol/status/1793587086710493673","2574426562","Reishirecol"
"1793111185937899789","Thu May 23 10:17:22 +0000 2024","0","@infoslotkita72 up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793587014459359374","","infoslotkita72","in","LINK GACOR ➡️","0","0","0","https://x.com/Reinzznt/status/1793587014459359374","859356600712253441","Reinzznt"
"1792701670461436342","Thu May 23 10:16:51 +0000 2024","0","@udchhaw up slot gacor hari ini ini yang paling gacor yang bisa bikin maxwin cuan banget","1793586884033290559","","udchhaw","in","LINK GACOR ➡️","0","0","0","https://x.com/reinerkdale/status/1793586884033290559","994313286551326720","reinerkdale"
"1793586730223947936","Thu May 23 10:16:14 +0000 2024","0","6 Cara Bermain Slot Gacor Asgard Mudah Menang https://t.co/7NaUNYiupa","1793586730223947936","","","in","","0","0","0","https://x.com/BAGUSSTORE98467/status/1793586730223947936","1780844471049236480","BAGUSSTORE98467"
"1793586578197266745","Thu May 23 10:15:38 +0000 2024","4","slot gacor hari ini -&gt;link di bio https://t.co/51SGAIZkc8","1793586578197266745","https://pbs.twimg.com/ext_tw_video_thumb/1793582525757169665/pu/img/1YAlLLZcpAbhI3On.jpg","","in","jakarta pusat ","0","5","3","https://x.com/CrewCuan/status/1793586578197266745","812323295248814080","CrewCuan"
"1793586563034792378","Thu May 23 10:15:34 +0000 2024","0","PREDIKSI TOGEL HONGKONG 23 MEI 2024 ANGKA MAIN : 8 2 5 3 4 COLOK BEBAS 2D : 8 &amp; 2 TOP 4D : 4285*8253*3452*2543 TOP 3D : 253*382*825*328*538 TOP 2D : 28*52*25*82*53*23 SHIO : ANJING ANGKA TWINS : 44 #japaneven #prediksi #slotgacor #yupitoto #angkajitu #harkitnas #Arsenal https://t.co/6SFCqbDrOP","1793586563034792378","https://pbs.twimg.com/media/GOQZd1MbIAAI60Q.png","","in","","0","0","0","https://x.com/yupitoto88/status/1793586563034792378","1746107999226085376","yupitoto88"
"1793391885060538849","Thu May 23 10:11:32 +0000 2024","0","@thejurgenholic @bliblidotcom Tenang ditangan slot drawing bakal gacor kok gak bakal ketemu atlanta","1793585547128299721","","thejurgenholic","in","","0","0","0","https://x.com/Z_BLitZz/status/1793585547128299721","1245621475349901313","Z_BLitZz"
"1793585351786934611","Thu May 23 10:10:45 +0000 2024","5","SLOT GACOR HARI INI LINK GACOR : https://t.co/DetoEw4HNp https://t.co/aUsU6Q5fNu","1793585351786934611","https://pbs.twimg.com/ext_tw_video_thumb/1793582506740207616/pu/img/Vr8W2BNwPzvDNxau.jpg","","in","jakarta pusat ","0","3","4","https://x.com/Crew2024/status/1793585351786934611","816772082084249600","Crew2024"
"1793583320204456428","Thu May 23 10:02:41 +0000 2024","0","RUPIAH89 Situs Slot Online Paling Gacor Terpercaya Gampang Maxwin Minimal Deposit Hanya 5k Cari Kami Di Google Ketik : RUPIAH89 #RUPIAH89 #slotgacor #slotonline #slotdana #slotthailand #slotkamboja #slotvietnam Boba Citilink Suzy Bluebird 2024 M Zakir Naik Cenil Pagiii https://t.co/EyJnneNPVJ","1793583320204456428","https://pbs.twimg.com/media/GOQWgiybsAAO67Z.jpg","","in","","0","0","0","https://x.com/JennyChou89/status/1793583320204456428","1718101422166953984","JennyChou89"
"1793583264072130745","Thu May 23 10:02:27 +0000 2024","0","Menikmati Kemudahan dan Aksesibilitas Slot Demo Gacor https://t.co/gXfy8gR5XH","1793583264072130745","","","in","","0","0","0","https://x.com/okun261012/status/1793583264072130745","1777593881212923904","okun261012"
"1793583186662019098","Thu May 23 10:02:09 +0000 2024","5","SLOT GACOR HARI INI LINK GACOR : https://t.co/midRSAmQEO https://t.co/nojG1REZqo","1793583186662019098","https://pbs.twimg.com/ext_tw_video_thumb/1793583064201019392/pu/img/etxmbuZLbnIlrYuB.jpg","","in","jakarta","0","3","4","https://x.com/casinoslotparis/status/1793583186662019098","820472028071333889","casinoslotparis"
"1793583105816867322","Thu May 23 10:01:50 +0000 2024","0","Perbandingan Slot Demo Gacor di Tayo4d dengan Situs Lain https://t.co/eDRhIyRRx0","1793583105816867322","","","in","","0","0","0","https://x.com/wartawankeren/status/1793583105816867322","1774430209649049600","wartawankeren"
"1793582541523562963","Thu May 23 10:00:21 +0000 2024","0","@slotgacorlx slot gacor yang di jamin cuan di sini aja bosku yuk daftar dan mainkan sekarang juga hanya di paris88","1793582731743687027","","slotgacorlx","in","semarang","0","0","0","https://x.com/slothariini1/status/1793582731743687027","433805674","slothariini1"
"1793582715570458837","Thu May 23 10:00:17 +0000 2024","0","️ JADWAL BOLA TERLENGKAP WSLOT188 [ JUMAT ] SAKSIKAN DAN DUKUNG TIM KESAYANGAN ANDA ️ #bocoranslot #bocoranslotgacor #bocoranslotgame #bocoranslothariini #slot #slotgacor #slotgacorhariini #Wslot188 #Wslot188gacor https://t.co/fCs0Su9Zw4","1793582715570458837","https://pbs.twimg.com/media/GOQV6wsaoAArXQi.jpg","","in","","0","0","0","https://x.com/WSLOT188_/status/1793582715570458837","1507533154390708224","WSLOT188_"
"1793582652538466670","Thu May 23 10:00:02 +0000 2024","0","Ga bahaya tah Link bermain : https://t.co/h8YilMfyRC di jamin gacornya ga main main #cewekmontok #cewekindonesia #cewecantik #slotgacor #slotgacorhariini #rtphariini https://t.co/cG4eS0Fe7P","1793582652538466670","https://pbs.twimg.com/ext_tw_video_thumb/1793384022330212352/pu/img/cHhjBQErGtDdlKqo.jpg","","in","INDONESIA","0","0","0","https://x.com/maucuan35/status/1793582652538466670","1786070614480191488","maucuan35"
"1793582644225081789","Thu May 23 10:00:00 +0000 2024","0","Berikut Jadwal Pertandingan E-Sports hari ini. Ayo Dukung Tim Favoritmu Hanya di BETSLOTS88. - Dream League - RES Regional Series - EU - Legend Cup #euro2024 #sport #liga #betslots88 #betslot88 #bola #csgo #esports #Dota2 #MLBB #Atalanta #Leverkusen #Kroos #Lookman https://t.co/NiKEYe5brP","1793582644225081789","https://pbs.twimg.com/ext_tw_video_thumb/1793534238882717696/pu/img/lb0d1QYXCOfrWu-u.jpg","","in","","0","0","0","https://x.com/slotlagigacor/status/1793582644225081789","1655031256705560576","slotlagigacor"
"1793582546225381868","Thu May 23 09:59:36 +0000 2024","0","Games Online Seru No.1 Indonesia Yang Bisa Buat Kamu Dapatkan Jackpot Setiap Hari Link In Bio #slot #slotgacor #slotonline #slotpg #slotgames #infoslotgacor #situsgacor #maxwin #rtpgacor #fypシ #fypviraltwitter #Reels #reelsfypシ゚ #instagood #3raja https://t.co/O7aRJYzu9q","1793582546225381868","https://pbs.twimg.com/ext_tw_video_thumb/1793582444228300800/pu/img/7d8iHhhx-GRZyK3s.jpg","","in","INDONESIA","0","0","0","https://x.com/3rajaslot/status/1793582546225381868","1721446231682195456","3rajaslot"
